,Insurer,FY,Category,Gross Premium,Net Premium
803,Lloyd's,2022,Non-Proportional Treaty Reinsurance,0,0
804,Lloyd's,2022,Proportional Treaty Reinsurance,0,0
805,Lloyd's,2022,Total,595121,444117
806,London Steam-Ship,2022,Accident & Health,0,0
807,London Steam-Ship,2022,Motor Vehicle,0,0
808,London Steam-Ship,2022,Aircraft,0,0
809,London Steam-Ship,2022,Ships,45223,23879
810,London Steam-Ship,2022,Goods in Transit,0,0
811,London Steam-Ship,2022,Property Damage,0,0
812,London Steam-Ship,2022,Employees Compensation,0,0
813,London Steam-Ship,2022,Owners Corporation Liability,0,0
814,London Steam-Ship,2022,Other Business,0,0
815,London Steam-Ship,2022,Pecuniary Loss,0,0
816,London Steam-Ship,2022,Non-Proportional Treaty Reinsurance,0,0
817,London Steam-Ship,2022,Proportional Treaty Reinsurance,0,0
818,London Steam-Ship,2022,Total,45223,23879
819,Min Xin,2022,Accident & Health,741,626
820,Min Xin,2022,Motor Vehicle,20620,18144
821,Min Xin,2022,Aircraft,0,0
822,Min Xin,2022,Ships,0,0
823,Min Xin,2022,Goods in Transit,0,0
824,Min Xin,2022,Property Damage,8765,2421
825,Min Xin,2022,Employees Compensation,2067,1822
826,Min Xin,2022,Owners Corporation Liability,211,189
827,Min Xin,2022,Other Business,12138,10830
828,Min Xin,2022,Pecuniary Loss,449,75
829,Min Xin,2022,Non-Proportional Treaty Reinsurance,0,0
830,Min Xin,2022,Proportional Treaty Reinsurance,0,0
831,Min Xin,2022,Total,44991,34107
832,MSIG Insurance,2022,Accident & Health,122782,120709
833,MSIG Insurance,2022,Motor Vehicle,125010,119062
834,MSIG Insurance,2022,Aircraft,0,0
835,MSIG Insurance,2022,Ships,5847,4027
836,MSIG Insurance,2022,Goods in Transit,69270,51719
837,MSIG Insurance,2022,Property Damage,254977,131228
838,MSIG Insurance,2022,Employees Compensation,250898,233819
839,MSIG Insurance,2022,Owners Corporation Liability,2808,2664
840,MSIG Insurance,2022,Other Business,101635,64350
841,MSIG Insurance,2022,Pecuniary Loss,45294,8672
842,MSIG Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
843,MSIG Insurance,2022,Proportional Treaty Reinsurance,0,0
844,MSIG Insurance,2022,Total,978521,736250
845,Munich Re,2022,Accident & Health,151378,151848
846,Munich Re,2022,Motor Vehicle,34743,34743
847,Munich Re,2022,Aircraft,0,0
848,Munich Re,2022,Ships,5502,5502
849,Munich Re,2022,Goods in Transit,1107,1107
850,Munich Re,2022,Property Damage,183877,161687
851,Munich Re,2022,Employees Compensation,0,0
852,Munich Re,2022,Owners Corporation Liability,0,0
853,Munich Re,2022,Other Business,53520,53520
854,Munich Re,2022,Pecuniary Loss,0,0
855,Munich Re,2022,Non-Proportional Treaty Reinsurance,0,0
856,Munich Re,2022,Proportional Treaty Reinsurance,0,0
857,Munich Re,2022,Total,430127,408407
858,New India,2022,Accident & Health,11,11
859,New India,2022,Motor Vehicle,37672,35812
860,New India,2022,Aircraft,0,0
861,New India,2022,Ships,0,0
862,New India,2022,Goods in Transit,2300,2300
863,New India,2022,Property Damage,2282,1762
864,New India,2022,Employees Compensation,136,136
865,New India,2022,Owners Corporation Liability,0,0
866,New India,2022,Other Business,42,42
867,New India,2022,Pecuniary Loss,527,427
868,New India,2022,Non-Proportional Treaty Reinsurance,0,0
869,New India,2022,Proportional Treaty Reinsurance,0,0
870,New India,2022,Total,42970,40490
871,OneDegree,2022,Accident & Health,592,298
872,OneDegree,2022,Motor Vehicle,0,0
873,OneDegree,2022,Aircraft,0,0
874,OneDegree,2022,Ships,0,0
875,OneDegree,2022,Goods in Transit,0,0
876,OneDegree,2022,Property Damage,111504,61001
877,OneDegree,2022,Employees Compensation,0,0
878,OneDegree,2022,Owners Corporation Liability,0,0
879,OneDegree,2022,Other Business,3341,3331
880,OneDegree,2022,Pecuniary Loss,0,0
881,OneDegree,2022,Non-Proportional Treaty Reinsurance,0,0
882,OneDegree,2022,Proportional Treaty Reinsurance,0,0
883,OneDegree,2022,Total,115437,64630
884,Pacific Insurance,2022,Accident & Health,37,12
885,Pacific Insurance,2022,Motor Vehicle,98124,85132
886,Pacific Insurance,2022,Aircraft,0,0
887,Pacific Insurance,2022,Ships,3692,2486
888,Pacific Insurance,2022,Goods in Transit,242,132
889,Pacific Insurance,2022,Property Damage,868,287
890,Pacific Insurance,2022,Employees Compensation,29121,24759
891,Pacific Insurance,2022,Owners Corporation Liability,92,81
892,Pacific Insurance,2022,Other Business,3963,3480
893,Pacific Insurance,2022,Pecuniary Loss,563,77
894,Pacific Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
895,Pacific Insurance,2022,Proportional Treaty Reinsurance,0,0
896,Pacific Insurance,2022,Total,136702,116446
897,Paofoong,2022,Accident & Health,25121,24814
898,Paofoong,2022,Motor Vehicle,2005,1704
899,Paofoong,2022,Aircraft,0,0
900,Paofoong,2022,Ships,0,0
901,Paofoong,2022,Goods in Transit,1846,1558
902,Paofoong,2022,Property Damage,18947,12649
903,Paofoong,2022,Employees Compensation,18366,15465
904,Paofoong,2022,Owners Corporation Liability,134,117
905,Paofoong,2022,Other Business,6055,5146
906,Paofoong,2022,Pecuniary Loss,639,442
907,Paofoong,2022,Non-Proportional Treaty Reinsurance,0,0
908,Paofoong,2022,Proportional Treaty Reinsurance,0,0
909,Paofoong,2022,Total,73113,61895
910,PartnerRe Europe,2022,Accident & Health,0,0
911,PartnerRe Europe,2022,Motor Vehicle,123,43
912,PartnerRe Europe,2022,Aircraft,0,0
913,PartnerRe Europe,2022,Ships,5690,1992
914,PartnerRe Europe,2022,Goods in Transit,0,0
915,PartnerRe Europe,2022,Property Damage,1672,556
916,PartnerRe Europe,2022,Employees Compensation,0,0
917,PartnerRe Europe,2022,Owners Corporation Liability,0,0
918,PartnerRe Europe,2022,Other Business,10866,3803
919,PartnerRe Europe,2022,Pecuniary Loss,0,0
920,PartnerRe Europe,2022,Non-Proportional Treaty Reinsurance,0,0
921,PartnerRe Europe,2022,Proportional Treaty Reinsurance,0,0
922,PartnerRe Europe,2022,Total,18351,6394
923,Peak Re,2022,Accident & Health,17697,17283
924,Peak Re,2022,Motor Vehicle,57059,50298
925,Peak Re,2022,Aircraft,10746,9336
926,Peak Re,2022,Ships,156179,134129
927,Peak Re,2022,Goods in Transit,84677,70115
928,Peak Re,2022,Property Damage,168775,122239
929,Peak Re,2022,Employees Compensation,0,0
930,Peak Re,2022,Owners Corporation Liability,0,0
931,Peak Re,2022,Other Business,164896,147806
932,Peak Re,2022,Pecuniary Loss,52538,45523
933,Peak Re,2022,Non-Proportional Treaty Reinsurance,0,0
934,Peak Re,2022,Proportional Treaty Reinsurance,0,0
935,Peak Re,2022,Total,712567,596729
936,PICC (HK),2022,Accident & Health,63738,61
937,PICC (HK),2022,Motor Vehicle,15684,14849
938,PICC (HK),2022,Aircraft,11084,291
939,PICC (HK),2022,Ships,28586,1772
940,PICC (HK),2022,Goods in Transit,121636,2546
941,PICC (HK),2022,Property Damage,695500,25026
942,PICC (HK),2022,Employees Compensation,105208,90277
943,PICC (HK),2022,Owners Corporation Liability,191,174
944,PICC (HK),2022,Other Business,80472,11940
945,PICC (HK),2022,Pecuniary Loss,1716,1196
946,PICC (HK),2022,Non-Proportional Treaty Reinsurance,0,0
947,PICC (HK),2022,Proportional Treaty Reinsurance,0,0
948,PICC (HK),2022,Total,1123815,148132
949,Pioneer,2022,Accident & Health,299,218
950,Pioneer,2022,Motor Vehicle,2670,2317
951,Pioneer,2022,Aircraft,1786,87
952,Pioneer,2022,Ships,674,783
953,Pioneer,2022,Goods in Transit,905,865
954,Pioneer,2022,Property Damage,1659,713
955,Pioneer,2022,Employees Compensation,12544,10772
956,Pioneer,2022,Owners Corporation Liability,166,144
957,Pioneer,2022,Other Business,3056,1574
958,Pioneer,2022,Pecuniary Loss,116,92
959,Pioneer,2022,Non-Proportional Treaty Reinsurance,0,0
960,Pioneer,2022,Proportional Treaty Reinsurance,0,0
961,Pioneer,2022,Total,23875,17565
962,Prudential (HK) General,2022,Accident & Health,688938,666018
963,Prudential (HK) General,2022,Motor Vehicle,48370,44355
964,Prudential (HK) General,2022,Aircraft,0,0
965,Prudential (HK) General,2022,Ships,304,52
966,Prudential (HK) General,2022,Goods in Transit,1932,842
967,Prudential (HK) General,2022,Property Damage,120094,102836
968,Prudential (HK) General,2022,Employees Compensation,75349,68247
969,Prudential (HK) General,2022,Owners Corporation Liability,113,105
970,Prudential (HK) General,2022,Other Business,28097,26179
971,Prudential (HK) General,2022,Pecuniary Loss,12043,11967
972,Prudential (HK) General,2022,Non-Proportional Treaty Reinsurance,0,0
973,Prudential (HK) General,2022,Proportional Treaty Reinsurance,0,0
974,Prudential (HK) General,2022,Total,975240,920601
975,QBE General Insurance (HK),2022,Accident & Health,50729,50184
976,QBE General Insurance (HK),2022,Motor Vehicle,7960,7772
977,QBE General Insurance (HK),2022,Aircraft,0,0
978,QBE General Insurance (HK),2022,Ships,-41,-112
979,QBE General Insurance (HK),2022,Goods in Transit,7666,7348
980,QBE General Insurance (HK),2022,Property Damage,238676,207563
981,QBE General Insurance (HK),2022,Employees Compensation,63497,63095
982,QBE General Insurance (HK),2022,Owners Corporation Liability,1,1
983,QBE General Insurance (HK),2022,Other Business,21427,21318
984,QBE General Insurance (HK),2022,Pecuniary Loss,534,444
985,QBE General Insurance (HK),2022,Non-Proportional Treaty Reinsurance,0,0
986,QBE General Insurance (HK),2022,Proportional Treaty Reinsurance,0,0
987,QBE General Insurance (HK),2022,Total,390449,357613
988,QBE HKSI,2022,Accident & Health,73493,73000
989,QBE HKSI,2022,Motor Vehicle,309359,304034
990,QBE HKSI,2022,Aircraft,0,0
991,QBE HKSI,2022,Ships,46008,41210
992,QBE HKSI,2022,Goods in Transit,44281,39756
993,QBE HKSI,2022,Property Damage,176898,136011
994,QBE HKSI,2022,Employees Compensation,262856,254416
995,QBE HKSI,2022,Owners Corporation Liability,465,436
996,QBE HKSI,2022,Other Business,202599,185960
997,QBE HKSI,2022,Pecuniary Loss,21596,14006
998,QBE HKSI,2022,Non-Proportional Treaty Reinsurance,0,0
999,QBE HKSI,2022,Proportional Treaty Reinsurance,0,0
1000,QBE HKSI,2022,Total,1137555,1048829
1001,QBE MI Asia,2022,Accident & Health,0,0
1002,QBE MI Asia,2022,Motor Vehicle,0,0
1003,QBE MI Asia,2022,Aircraft,0,0
1004,QBE MI Asia,2022,Ships,0,0
1005,QBE MI Asia,2022,Goods in Transit,0,0
1006,QBE MI Asia,2022,Property Damage,0,0
1007,QBE MI Asia,2022,Employees Compensation,0,0
1008,QBE MI Asia,2022,Owners Corporation Liability,0,0
1009,QBE MI Asia,2022,Other Business,0,0
1010,QBE MI Asia,2022,Pecuniary Loss,72032,35839
1011,QBE MI Asia,2022,Non-Proportional Treaty Reinsurance,0,0
1012,QBE MI Asia,2022,Proportional Treaty Reinsurance,0,0
1013,QBE MI Asia,2022,Total,72032,35839
1014,SCOR Re,2022,Accident & Health,14385,14385
1015,SCOR Re,2022,Motor Vehicle,9378,9389
1016,SCOR Re,2022,Aircraft,0,0
1017,SCOR Re,2022,Ships,2427,2211
1018,SCOR Re,2022,Goods in Transit,476,434
1019,SCOR Re,2022,Property Damage,64752,49996
1020,SCOR Re,2022,Employees Compensation,0,0
1021,SCOR Re,2022,Owners Corporation Liability,0,0
1022,SCOR Re,2022,Other Business,11564,12061
1023,SCOR Re,2022,Pecuniary Loss,45676,41620
1024,SCOR Re,2022,Non-Proportional Treaty Reinsurance,0,0
1025,SCOR Re,2022,Proportional Treaty Reinsurance,0,0
1026,SCOR Re,2022,Total,148658,130096
1027,SEIL,2022,Accident & Health,0,0
1028,SEIL,2022,Motor Vehicle,0,0
1029,SEIL,2022,Aircraft,0,0
1030,SEIL,2022,Ships,0,0
1031,SEIL,2022,Goods in Transit,60,60
1032,SEIL,2022,Property Damage,6547,4935
1033,SEIL,2022,Employees Compensation,0,0
1034,SEIL,2022,Owners Corporation Liability,0,0
1035,SEIL,2022,Other Business,42910,37873
1036,SEIL,2022,Pecuniary Loss,0,0
1037,SEIL,2022,Non-Proportional Treaty Reinsurance,0,0
1038,SEIL,2022,Proportional Treaty Reinsurance,0,0
1039,SEIL,2022,Total,49517,42868
1040,Shipowners' Mutual,2022,Accident & Health,0,0
1041,Shipowners' Mutual,2022,Motor Vehicle,0,0
1042,Shipowners' Mutual,2022,Aircraft,0,0
1043,Shipowners' Mutual,2022,Ships,80260,74012
1044,Shipowners' Mutual,2022,Goods in Transit,0,0
1045,Shipowners' Mutual,2022,Property Damage,0,0
1046,Shipowners' Mutual,2022,Employees Compensation,0,0
1047,Shipowners' Mutual,2022,Owners Corporation Liability,0,0
1048,Shipowners' Mutual,2022,Other Business,0,0
1049,Shipowners' Mutual,2022,Pecuniary Loss,0,0
1050,Shipowners' Mutual,2022,Non-Proportional Treaty Reinsurance,0,0
1051,Shipowners' Mutual,2022,Proportional Treaty Reinsurance,0,0
1052,Shipowners' Mutual,2022,Total,80260,74012
1053,Sincere Insurance,2022,Accident & Health,0,0
1054,Sincere Insurance,2022,Motor Vehicle,0,0
1055,Sincere Insurance,2022,Aircraft,0,0
1056,Sincere Insurance,2022,Ships,0,0
1057,Sincere Insurance,2022,Goods in Transit,0,0
1058,Sincere Insurance,2022,Property Damage,0,0
1059,Sincere Insurance,2022,Employees Compensation,0,0
1060,Sincere Insurance,2022,Owners Corporation Liability,0,0
1061,Sincere Insurance,2022,Other Business,0,0
1062,Sincere Insurance,2022,Pecuniary Loss,0,0
1063,Sincere Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
1064,Sincere Insurance,2022,Proportional Treaty Reinsurance,0,0
1065,Sincere Insurance,2022,Total,0,0
1066,SIL,2022,Accident & Health,24152,24152
1067,SIL,2022,Motor Vehicle,39379,39379
1068,SIL,2022,Aircraft,0,0
1069,SIL,2022,Ships,0,0
1070,SIL,2022,Goods in Transit,275124,47136
1071,SIL,2022,Property Damage,104035,26550
1072,SIL,2022,Employees Compensation,0,0
1073,SIL,2022,Owners Corporation Liability,0,0
1074,SIL,2022,Other Business,13002,3506
1075,SIL,2022,Pecuniary Loss,993,993
1076,SIL,2022,Non-Proportional Treaty Reinsurance,0,0
1077,SIL,2022,Proportional Treaty Reinsurance,0,0
1078,SIL,2022,Total,456685,141716
1079,Sompo Insurance (HK),2022,Accident & Health,17165,10541
1080,Sompo Insurance (HK),2022,Motor Vehicle,22442,15215
1081,Sompo Insurance (HK),2022,Aircraft,0,0
1082,Sompo Insurance (HK),2022,Ships,4372,3308
1083,Sompo Insurance (HK),2022,Goods in Transit,50586,34261
1084,Sompo Insurance (HK),2022,Property Damage,146924,59915
1085,Sompo Insurance (HK),2022,Employees Compensation,78239,69772
1086,Sompo Insurance (HK),2022,Owners Corporation Liability,122,114
1087,Sompo Insurance (HK),2022,Other Business,136053,76491
1088,Sompo Insurance (HK),2022,Pecuniary Loss,17156,6332
1089,Sompo Insurance (HK),2022,Non-Proportional Treaty Reinsurance,155,155
1090,Sompo Insurance (HK),2022,Proportional Treaty Reinsurance,351,351
1091,Sompo Insurance (HK),2022,Total,473565,276455
1092,Standard Club Asia,2022,Accident & Health,0,0
1093,Standard Club Asia,2022,Motor Vehicle,0,0
1094,Standard Club Asia,2022,Aircraft,0,0
1095,Standard Club Asia,2022,Ships,39462,8031
1096,Standard Club Asia,2022,Goods in Transit,0,0
1097,Standard Club Asia,2022,Property Damage,0,0
1098,Standard Club Asia,2022,Employees Compensation,0,0
1099,Standard Club Asia,2022,Owners Corporation Liability,0,0
1100,Standard Club Asia,2022,Other Business,0,0
1101,Standard Club Asia,2022,Pecuniary Loss,16915,4183
1102,Standard Club Asia,2022,Non-Proportional Treaty Reinsurance,0,0
1103,Standard Club Asia,2022,Proportional Treaty Reinsurance,0,0
1104,Standard Club Asia,2022,Total,56377,12214
1105,Starr,2022,Accident & Health,107219,8163
1106,Starr,2022,Motor Vehicle,0,0
1107,Starr,2022,Aircraft,0,0
1108,Starr,2022,Ships,5341,35
1109,Starr,2022,Goods in Transit,212813,6359
1110,Starr,2022,Property Damage,302226,5011
1111,Starr,2022,Employees Compensation,0,0
1112,Starr,2022,Owners Corporation Liability,0,0
1113,Starr,2022,Other Business,108785,17398
1114,Starr,2022,Pecuniary Loss,0,0
1115,Starr,2022,Non-Proportional Treaty Reinsurance,0,0
1116,Starr,2022,Proportional Treaty Reinsurance,0,0
1117,Starr,2022,Total,736384,36966
1118,STEAMSHIP MUTUAL,2022,Accident & Health,0,0
1119,STEAMSHIP MUTUAL,2022,Motor Vehicle,0,0
1120,STEAMSHIP MUTUAL,2022,Aircraft,0,0
1121,STEAMSHIP MUTUAL,2022,Ships,189258,48112
1122,STEAMSHIP MUTUAL,2022,Goods in Transit,0,0
1123,STEAMSHIP MUTUAL,2022,Property Damage,0,0
1124,STEAMSHIP MUTUAL,2022,Employees Compensation,0,0
1125,STEAMSHIP MUTUAL,2022,Owners Corporation Liability,0,0
1126,STEAMSHIP MUTUAL,2022,Other Business,0,0
1127,STEAMSHIP MUTUAL,2022,Pecuniary Loss,0,0
1128,STEAMSHIP MUTUAL,2022,Non-Proportional Treaty Reinsurance,0,0
1129,STEAMSHIP MUTUAL,2022,Proportional Treaty Reinsurance,0,0
1130,STEAMSHIP MUTUAL,2022,Total,189258,48112
1131,Sun Hung Kai,2022,Accident & Health,11057,8068
1132,Sun Hung Kai,2022,Motor Vehicle,27852,0
1133,Sun Hung Kai,2022,Aircraft,0,0
1134,Sun Hung Kai,2022,Ships,0,0
1135,Sun Hung Kai,2022,Goods in Transit,48,1
1136,Sun Hung Kai,2022,Property Damage,177474,1735
1137,Sun Hung Kai,2022,Employees Compensation,409180,269163
1138,Sun Hung Kai,2022,Owners Corporation Liability,3491,3298
1139,Sun Hung Kai,2022,Other Business,93484,37151
1140,Sun Hung Kai,2022,Pecuniary Loss,9728,476
1141,Sun Hung Kai,2022,Non-Proportional Treaty Reinsurance,0,0
1142,Sun Hung Kai,2022,Proportional Treaty Reinsurance,0,0
1143,Sun Hung Kai,2022,Total,732314,319892
1144,Swiss Re (Asia),2022,Accident & Health,77626,77626
1145,Swiss Re (Asia),2022,Motor Vehicle,120156,120166
1146,Swiss Re (Asia),2022,Aircraft,0,0
1147,Swiss Re (Asia),2022,Ships,33649,33649
1148,Swiss Re (Asia),2022,Goods in Transit,29178,29178
1149,Swiss Re (Asia),2022,Property Damage,316332,315744
1150,Swiss Re (Asia),2022,Employees Compensation,0,0
1151,Swiss Re (Asia),2022,Owners Corporation Liability,0,0
1152,Swiss Re (Asia),2022,Other Business,72539,72466
1153,Swiss Re (Asia),2022,Pecuniary Loss,3458,3458
1154,Swiss Re (Asia),2022,Non-Proportional Treaty Reinsurance,0,0
1155,Swiss Re (Asia),2022,Proportional Treaty Reinsurance,0,0
1156,Swiss Re (Asia),2022,Total,652938,652287
1157,Swiss Re Int'l SE,2022,Accident & Health,0,0
1158,Swiss Re Int'l SE,2022,Motor Vehicle,0,0
1159,Swiss Re Int'l SE,2022,Aircraft,0,0
1160,Swiss Re Int'l SE,2022,Ships,0,0
1161,Swiss Re Int'l SE,2022,Goods in Transit,0,0
1162,Swiss Re Int'l SE,2022,Property Damage,117933,9207
1163,Swiss Re Int'l SE,2022,Employees Compensation,7289,0
1164,Swiss Re Int'l SE,2022,Owners Corporation Liability,0,0
1165,Swiss Re Int'l SE,2022,Other Business,28552,1946
1166,Swiss Re Int'l SE,2022,Pecuniary Loss,2810,255
1167,Swiss Re Int'l SE,2022,Non-Proportional Treaty Reinsurance,0,0
1168,Swiss Re Int'l SE,2022,Proportional Treaty Reinsurance,0,0
1169,Swiss Re Int'l SE,2022,Total,156584,11408
1170,TPRe,2022,Accident & Health,60168,59548
1171,TPRe,2022,Motor Vehicle,15910,15909
1172,TPRe,2022,Aircraft,-21,-19
1173,TPRe,2022,Ships,59237,15032
1174,TPRe,2022,Goods in Transit,8520,7209
1175,TPRe,2022,Property Damage,630551,420275
1176,TPRe,2022,Employees Compensation,0,0
1177,TPRe,2022,Owners Corporation Liability,0,0
1178,TPRe,2022,Other Business,76940,31559
1179,TPRe,2022,Pecuniary Loss,8526,8422
1180,TPRe,2022,Non-Proportional Treaty Reinsurance,141640,136978
1181,TPRe,2022,Proportional Treaty Reinsurance,433635,339872
1182,TPRe,2022,Total,1435106,1034785
1183,Target,2022,Accident & Health,72,49
1184,Target,2022,Motor Vehicle,57967,35529
1185,Target,2022,Aircraft,0,0
1186,Target,2022,Ships,0,0
1187,Target,2022,Goods in Transit,0,0
1188,Target,2022,Property Damage,12903,7758
1189,Target,2022,Employees Compensation,55978,38591
1190,Target,2022,Owners Corporation Liability,19,18
1191,Target,2022,Other Business,1189,887
1192,Target,2022,Pecuniary Loss,2,1
1193,Target,2022,Non-Proportional Treaty Reinsurance,0,0
1194,Target,2022,Proportional Treaty Reinsurance,0,0
1195,Target,2022,Total,128130,82833
1196,Toa Re,2022,Accident & Health,6711,6282
1197,Toa Re,2022,Motor Vehicle,9895,9449
