,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
708,Hannover Re,2022,Employees Compensation,0,0
709,Hannover Re,2022,Owners Corporation Liability,0,0
710,Hannover Re,2022,Other Business,0,0
711,Hannover Re,2022,Pecuniary Loss,0,0
712,Hannover Re,2022,Non-Proportional Treaty Reinsurance,0,0
713,Hannover Re,2022,Proportional Treaty Reinsurance,0,0
714,Hannover Re,2022,Total,252048,126041
715,HDI,2022,Accident & Health,0,0
716,HDI,2022,Motor Vehicle,0,0
717,HDI,2022,Aircraft,0,0
718,HDI,2022,Ships,0,0
719,HDI,2022,Goods in Transit,2528,458
720,HDI,2022,Property Damage,109603,13868
721,HDI,2022,Employees Compensation,0,0
722,HDI,2022,Owners Corporation Liability,0,0
723,HDI,2022,Other Business,25733,10083
724,HDI,2022,Pecuniary Loss,8724,4989
725,HDI,2022,Non-Proportional Treaty Reinsurance,0,0
726,HDI,2022,Proportional Treaty Reinsurance,0,0
727,HDI,2022,Total,146588,29398
728,HKMCI,2022,Accident & Health,0,0
729,HKMCI,2022,Motor Vehicle,0,0
730,HKMCI,2022,Aircraft,0,0
731,HKMCI,2022,Ships,0,0
732,HKMCI,2022,Goods in Transit,0,0
733,HKMCI,2022,Property Damage,0,0
734,HKMCI,2022,Employees Compensation,0,0
735,HKMCI,2022,Owners Corporation Liability,0,0
736,HKMCI,2022,Other Business,0,0
737,HKMCI,2022,Pecuniary Loss,6457,4165
738,HKMCI,2022,Non-Proportional Treaty Reinsurance,0,0
739,HKMCI,2022,Proportional Treaty Reinsurance,0,0
740,HKMCI,2022,Total,6457,4165
741,Hong Leong Insurance (Asia),2022,Accident & Health,12303,10065
742,Hong Leong Insurance (Asia),2022,Motor Vehicle,0,0
743,Hong Leong Insurance (Asia),2022,Aircraft,0,0
744,Hong Leong Insurance (Asia),2022,Ships,0,0
745,Hong Leong Insurance (Asia),2022,Goods in Transit,0,0
746,Hong Leong Insurance (Asia),2022,Property Damage,53131,5463
747,Hong Leong Insurance (Asia),2022,Employees Compensation,27506,11320
748,Hong Leong Insurance (Asia),2022,Owners Corporation Liability,0,0
749,Hong Leong Insurance (Asia),2022,Other Business,9759,3540
750,Hong Leong Insurance (Asia),2022,Pecuniary Loss,81,36
751,Hong Leong Insurance (Asia),2022,Non-Proportional Treaty Reinsurance,0,0
752,Hong Leong Insurance (Asia),2022,Proportional Treaty Reinsurance,0,0
753,Hong Leong Insurance (Asia),2022,Total,102780,30424
754,HSBC Insurance,2022,Accident & Health,0,0
755,HSBC Insurance,2022,Motor Vehicle,0,0
756,HSBC Insurance,2022,Aircraft,0,0
757,HSBC Insurance,2022,Ships,0,0
758,HSBC Insurance,2022,Goods in Transit,0,0
759,HSBC Insurance,2022,Property Damage,0,0
760,HSBC Insurance,2022,Employees Compensation,0,0
761,HSBC Insurance,2022,Owners Corporation Liability,0,0
762,HSBC Insurance,2022,Other Business,0,0
763,HSBC Insurance,2022,Pecuniary Loss,0,0
764,HSBC Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
765,HSBC Insurance,2022,Proportional Treaty Reinsurance,0,0
766,HSBC Insurance,2022,Total,0,0
767,Liberty Int'l,2022,Accident & Health,517688,517692
768,Liberty Int'l,2022,Motor Vehicle,123430,122343
769,Liberty Int'l,2022,Aircraft,0,0
770,Liberty Int'l,2022,Ships,1317,-2381
771,Liberty Int'l,2022,Goods in Transit,185,185
772,Liberty Int'l,2022,Property Damage,31879,15970
773,Liberty Int'l,2022,Employees Compensation,35353,32778
774,Liberty Int'l,2022,Owners Corporation Liability,0,0
775,Liberty Int'l,2022,Other Business,5561,4785
776,Liberty Int'l,2022,Pecuniary Loss,215,141
777,Liberty Int'l,2022,Non-Proportional Treaty Reinsurance,0,0
778,Liberty Int'l,2022,Proportional Treaty Reinsurance,0,0
779,Liberty Int'l,2022,Total,715628,691513
780,LSMHK,2022,Accident & Health,0,0
781,LSMHK,2022,Motor Vehicle,0,0
782,LSMHK,2022,Aircraft,0,0
783,LSMHK,2022,Ships,390,390
784,LSMHK,2022,Goods in Transit,20569,9475
785,LSMHK,2022,Property Damage,48,48
786,LSMHK,2022,Employees Compensation,0,0
787,LSMHK,2022,Owners Corporation Liability,0,0
788,LSMHK,2022,Other Business,14071,11259
789,LSMHK,2022,Pecuniary Loss,0,0
790,LSMHK,2022,Non-Proportional Treaty Reinsurance,0,0
791,LSMHK,2022,Proportional Treaty Reinsurance,0,0
792,LSMHK,2022,Total,35078,21172
793,Lloyd's,2022,Accident & Health,40183,34593
794,Lloyd's,2022,Motor Vehicle,31159,26946
795,Lloyd's,2022,Aircraft,0,0
796,Lloyd's,2022,Ships,11317,8543
797,Lloyd's,2022,Goods in Transit,43690,36952
798,Lloyd's,2022,Property Damage,59711,43448
799,Lloyd's,2022,Employees Compensation,59,43
800,Lloyd's,2022,Owners Corporation Liability,0,0
801,Lloyd's,2022,Other Business,89767,65992
802,Lloyd's,2022,Pecuniary Loss,2445,1580
803,Lloyd's,2022,Non-Proportional Treaty Reinsurance,0,0
804,Lloyd's,2022,Proportional Treaty Reinsurance,0,0
805,Lloyd's,2022,Total,278331,218097
806,London Steam-Ship,2022,Accident & Health,0,0
807,London Steam-Ship,2022,Motor Vehicle,0,0
808,London Steam-Ship,2022,Aircraft,0,0
809,London Steam-Ship,2022,Ships,16195,1619
810,London Steam-Ship,2022,Goods in Transit,0,0
811,London Steam-Ship,2022,Property Damage,0,0
812,London Steam-Ship,2022,Employees Compensation,0,0
813,London Steam-Ship,2022,Owners Corporation Liability,0,0
814,London Steam-Ship,2022,Other Business,0,0
815,London Steam-Ship,2022,Pecuniary Loss,0,0
816,London Steam-Ship,2022,Non-Proportional Treaty Reinsurance,0,0
817,London Steam-Ship,2022,Proportional Treaty Reinsurance,0,0
818,London Steam-Ship,2022,Total,16195,1619
819,Min Xin,2022,Accident & Health,414,403
820,Min Xin,2022,Motor Vehicle,7524,6330
821,Min Xin,2022,Aircraft,0,0
822,Min Xin,2022,Ships,0,0
823,Min Xin,2022,Goods in Transit,0,0
824,Min Xin,2022,Property Damage,2984,700
825,Min Xin,2022,Employees Compensation,4354,1933
826,Min Xin,2022,Owners Corporation Liability,0,0
827,Min Xin,2022,Other Business,3179,3179
828,Min Xin,2022,Pecuniary Loss,0,0
829,Min Xin,2022,Non-Proportional Treaty Reinsurance,0,0
830,Min Xin,2022,Proportional Treaty Reinsurance,0,0
831,Min Xin,2022,Total,18455,12545
832,MSIG Insurance,2022,Accident & Health,72927,71834
833,MSIG Insurance,2022,Motor Vehicle,70047,67383
834,MSIG Insurance,2022,Aircraft,0,0
835,MSIG Insurance,2022,Ships,25619,4413
836,MSIG Insurance,2022,Goods in Transit,11412,11903
837,MSIG Insurance,2022,Property Damage,49713,29309
838,MSIG Insurance,2022,Employees Compensation,79574,80519
839,MSIG Insurance,2022,Owners Corporation Liability,308,308
840,MSIG Insurance,2022,Other Business,40860,18241
841,MSIG Insurance,2022,Pecuniary Loss,5800,2908
842,MSIG Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
843,MSIG Insurance,2022,Proportional Treaty Reinsurance,0,0
844,MSIG Insurance,2022,Total,356260,286818
845,Munich Re,2022,Accident & Health,131951,131851
846,Munich Re,2022,Motor Vehicle,9226,9226
847,Munich Re,2022,Aircraft,0,0
848,Munich Re,2022,Ships,4775,4775
849,Munich Re,2022,Goods in Transit,423,423
850,Munich Re,2022,Property Damage,15646,15646
851,Munich Re,2022,Employees Compensation,0,0
852,Munich Re,2022,Owners Corporation Liability,0,0
853,Munich Re,2022,Other Business,12925,12925
854,Munich Re,2022,Pecuniary Loss,0,0
855,Munich Re,2022,Non-Proportional Treaty Reinsurance,0,0
856,Munich Re,2022,Proportional Treaty Reinsurance,0,0
857,Munich Re,2022,Total,174946,174846
858,New India,2022,Accident & Health,0,0
859,New India,2022,Motor Vehicle,102010,102010
860,New India,2022,Aircraft,0,0
861,New India,2022,Ships,0,0
862,New India,2022,Goods in Transit,1639,1630
863,New India,2022,Property Damage,194,194
864,New India,2022,Employees Compensation,500,500
865,New India,2022,Owners Corporation Liability,0,0
866,New India,2022,Other Business,2780,2000
867,New India,2022,Pecuniary Loss,0,0
868,New India,2022,Non-Proportional Treaty Reinsurance,0,0
869,New India,2022,Proportional Treaty Reinsurance,0,0
870,New India,2022,Total,107123,106334
871,OneDegree,2022,Accident & Health,0,0
872,OneDegree,2022,Motor Vehicle,0,0
873,OneDegree,2022,Aircraft,0,0
874,OneDegree,2022,Ships,0,0
875,OneDegree,2022,Goods in Transit,0,0
876,OneDegree,2022,Property Damage,63719,56489
877,OneDegree,2022,Employees Compensation,0,0
878,OneDegree,2022,Owners Corporation Liability,0,0
879,OneDegree,2022,Other Business,1258,1258
880,OneDegree,2022,Pecuniary Loss,0,0
881,OneDegree,2022,Non-Proportional Treaty Reinsurance,0,0
882,OneDegree,2022,Proportional Treaty Reinsurance,0,0
883,OneDegree,2022,Total,64977,57747
884,Pacific Insurance,2022,Accident & Health,0,0
885,Pacific Insurance,2022,Motor Vehicle,68458,48648
886,Pacific Insurance,2022,Aircraft,0,0
887,Pacific Insurance,2022,Ships,276,140
888,Pacific Insurance,2022,Goods in Transit,76,53
889,Pacific Insurance,2022,Property Damage,856,344
890,Pacific Insurance,2022,Employees Compensation,19007,9127
891,Pacific Insurance,2022,Owners Corporation Liability,0,0
892,Pacific Insurance,2022,Other Business,572,372
893,Pacific Insurance,2022,Pecuniary Loss,0,0
894,Pacific Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
895,Pacific Insurance,2022,Proportional Treaty Reinsurance,0,0
896,Pacific Insurance,2022,Total,89245,58684
897,Paofoong,2022,Accident & Health,18290,18290
898,Paofoong,2022,Motor Vehicle,690,690
899,Paofoong,2022,Aircraft,0,0
900,Paofoong,2022,Ships,0,0
901,Paofoong,2022,Goods in Transit,50,50
902,Paofoong,2022,Property Damage,2295,1501
903,Paofoong,2022,Employees Compensation,10159,9270
904,Paofoong,2022,Owners Corporation Liability,10,10
905,Paofoong,2022,Other Business,583,583
906,Paofoong,2022,Pecuniary Loss,7,7
907,Paofoong,2022,Non-Proportional Treaty Reinsurance,0,0
908,Paofoong,2022,Proportional Treaty Reinsurance,0,0
909,Paofoong,2022,Total,32084,30401
910,PartnerRe Europe,2022,Accident & Health,0,0
911,PartnerRe Europe,2022,Motor Vehicle,201,90
912,PartnerRe Europe,2022,Aircraft,0,0
913,PartnerRe Europe,2022,Ships,534,202
914,PartnerRe Europe,2022,Goods in Transit,0,0
915,PartnerRe Europe,2022,Property Damage,121,43
916,PartnerRe Europe,2022,Employees Compensation,0,0
917,PartnerRe Europe,2022,Owners Corporation Liability,0,0
918,PartnerRe Europe,2022,Other Business,1352,534
919,PartnerRe Europe,2022,Pecuniary Loss,0,0
920,PartnerRe Europe,2022,Non-Proportional Treaty Reinsurance,0,0
921,PartnerRe Europe,2022,Proportional Treaty Reinsurance,0,0
922,PartnerRe Europe,2022,Total,2208,869
923,Peak Re,2022,Accident & Health,10929,10451
924,Peak Re,2022,Motor Vehicle,36648,29870
925,Peak Re,2022,Aircraft,6885,6130
926,Peak Re,2022,Ships,139571,121834
927,Peak Re,2022,Goods in Transit,25461,22496
928,Peak Re,2022,Property Damage,83808,64455
929,Peak Re,2022,Employees Compensation,0,0
930,Peak Re,2022,Owners Corporation Liability,0,0
931,Peak Re,2022,Other Business,79511,75555
932,Peak Re,2022,Pecuniary Loss,28137,28124
933,Peak Re,2022,Non-Proportional Treaty Reinsurance,0,0
934,Peak Re,2022,Proportional Treaty Reinsurance,0,0
935,Peak Re,2022,Total,410950,358915
936,PICC (HK),2022,Accident & Health,47479,677
937,PICC (HK),2022,Motor Vehicle,7437,7087
938,PICC (HK),2022,Aircraft,7217,19
939,PICC (HK),2022,Ships,2969,298
940,PICC (HK),2022,Goods in Transit,1479,168
941,PICC (HK),2022,Property Damage,90454,3712
942,PICC (HK),2022,Employees Compensation,91735,83696
943,PICC (HK),2022,Owners Corporation Liability,0,0
944,PICC (HK),2022,Other Business,7325,3726
945,PICC (HK),2022,Pecuniary Loss,0,0
946,PICC (HK),2022,Non-Proportional Treaty Reinsurance,0,0
947,PICC (HK),2022,Proportional Treaty Reinsurance,0,0
948,PICC (HK),2022,Total,256095,99383
949,Pioneer,2022,Accident & Health,66,41
950,Pioneer,2022,Motor Vehicle,1459,1459
951,Pioneer,2022,Aircraft,72,2
952,Pioneer,2022,Ships,0,0
953,Pioneer,2022,Goods in Transit,25,25
954,Pioneer,2022,Property Damage,235,51
955,Pioneer,2022,Employees Compensation,6064,6064
956,Pioneer,2022,Owners Corporation Liability,0,0
957,Pioneer,2022,Other Business,471,471
958,Pioneer,2022,Pecuniary Loss,0,0
959,Pioneer,2022,Non-Proportional Treaty Reinsurance,0,0
960,Pioneer,2022,Proportional Treaty Reinsurance,0,0
961,Pioneer,2022,Total,8392,8113
962,Prudential (HK) General,2022,Accident & Health,427553,421469
963,Prudential (HK) General,2022,Motor Vehicle,23864,23730
964,Prudential (HK) General,2022,Aircraft,0,0
965,Prudential (HK) General,2022,Ships,11,1
966,Prudential (HK) General,2022,Goods in Transit,45,24
967,Prudential (HK) General,2022,Property Damage,30352,28583
968,Prudential (HK) General,2022,Employees Compensation,15157,15089
969,Prudential (HK) General,2022,Owners Corporation Liability,0,0
970,Prudential (HK) General,2022,Other Business,5466,5466
971,Prudential (HK) General,2022,Pecuniary Loss,1905,1897
972,Prudential (HK) General,2022,Non-Proportional Treaty Reinsurance,0,0
973,Prudential (HK) General,2022,Proportional Treaty Reinsurance,0,0
974,Prudential (HK) General,2022,Total,504353,496259
975,QBE General Insurance (HK),2022,Accident & Health,11961,12127
976,QBE General Insurance (HK),2022,Motor Vehicle,4088,4085
977,QBE General Insurance (HK),2022,Aircraft,0,0
978,QBE General Insurance (HK),2022,Ships,80,74
979,QBE General Insurance (HK),2022,Goods in Transit,2575,2572
980,QBE General Insurance (HK),2022,Property Damage,15487,16549
981,QBE General Insurance (HK),2022,Employees Compensation,37027,33893
982,QBE General Insurance (HK),2022,Owners Corporation Liability,0,0
983,QBE General Insurance (HK),2022,Other Business,5024,5025
984,QBE General Insurance (HK),2022,Pecuniary Loss,-63,-63
985,QBE General Insurance (HK),2022,Non-Proportional Treaty Reinsurance,0,0
986,QBE General Insurance (HK),2022,Proportional Treaty Reinsurance,0,0
987,QBE General Insurance (HK),2022,Total,76179,74262
988,QBE HKSI,2022,Accident & Health,27994,28036
989,QBE HKSI,2022,Motor Vehicle,211600,211020
990,QBE HKSI,2022,Aircraft,0,0
991,QBE HKSI,2022,Ships,14617,13959
992,QBE HKSI,2022,Goods in Transit,18683,18680
993,QBE HKSI,2022,Property Damage,35688,35273
994,QBE HKSI,2022,Employees Compensation,177432,98493
995,QBE HKSI,2022,Owners Corporation Liability,15,14
996,QBE HKSI,2022,Other Business,32742,29523
997,QBE HKSI,2022,Pecuniary Loss,4126,3531
998,QBE HKSI,2022,Non-Proportional Treaty Reinsurance,0,0
999,QBE HKSI,2022,Proportional Treaty Reinsurance,0,0
1000,QBE HKSI,2022,Total,522897,438529
1001,QBE MI Asia,2022,Accident & Health,0,0
1002,QBE MI Asia,2022,Motor Vehicle,0,0
1003,QBE MI Asia,2022,Aircraft,0,0
1004,QBE MI Asia,2022,Ships,0,0
1005,QBE MI Asia,2022,Goods in Transit,0,0
1006,QBE MI Asia,2022,Property Damage,0,0
1007,QBE MI Asia,2022,Employees Compensation,0,0
1008,QBE MI Asia,2022,Owners Corporation Liability,0,0
1009,QBE MI Asia,2022,Other Business,0,0
1010,QBE MI Asia,2022,Pecuniary Loss,-771,-579
1011,QBE MI Asia,2022,Non-Proportional Treaty Reinsurance,0,0
1012,QBE MI Asia,2022,Proportional Treaty Reinsurance,0,0
1013,QBE MI Asia,2022,Total,-771,-579
1014,SCOR Re,2022,Accident & Health,2492,2377
1015,SCOR Re,2022,Motor Vehicle,2061,1956
1016,SCOR Re,2022,Aircraft,0,0
1017,SCOR Re,2022,Ships,946,946
1018,SCOR Re,2022,Goods in Transit,84,84
1019,SCOR Re,2022,Property Damage,21857,18486
1020,SCOR Re,2022,Employees Compensation,0,0
1021,SCOR Re,2022,Owners Corporation Liability,0,0
1022,SCOR Re,2022,Other Business,1386,1136
1023,SCOR Re,2022,Pecuniary Loss,-500,-10805
1024,SCOR Re,2022,Non-Proportional Treaty Reinsurance,0,0
1025,SCOR Re,2022,Proportional Treaty Reinsurance,0,0
1026,SCOR Re,2022,Total,28326,14180
1027,SEIL,2022,Accident & Health,0,0
1028,SEIL,2022,Motor Vehicle,0,0
1029,SEIL,2022,Aircraft,0,0
1030,SEIL,2022,Ships,0,0
1031,SEIL,2022,Goods in Transit,0,0
1032,SEIL,2022,Property Damage,4678,2840
1033,SEIL,2022,Employees Compensation,0,0
1034,SEIL,2022,Owners Corporation Liability,0,0
1035,SEIL,2022,Other Business,16434,16118
1036,SEIL,2022,Pecuniary Loss,0,0
1037,SEIL,2022,Non-Proportional Treaty Reinsurance,0,0
1038,SEIL,2022,Proportional Treaty Reinsurance,0,0
1039,SEIL,2022,Total,21112,18958
1040,Shipowners' Mutual,2022,Accident & Health,0,0
1041,Shipowners' Mutual,2022,Motor Vehicle,0,0
1042,Shipowners' Mutual,2022,Aircraft,0,0
1043,Shipowners' Mutual,2022,Ships,36493,36161
1044,Shipowners' Mutual,2022,Goods in Transit,0,0
1045,Shipowners' Mutual,2022,Property Damage,0,0
1046,Shipowners' Mutual,2022,Employees Compensation,0,0
1047,Shipowners' Mutual,2022,Owners Corporation Liability,0,0
1048,Shipowners' Mutual,2022,Other Business,0,0
1049,Shipowners' Mutual,2022,Pecuniary Loss,0,0
1050,Shipowners' Mutual,2022,Non-Proportional Treaty Reinsurance,0,0
1051,Shipowners' Mutual,2022,Proportional Treaty Reinsurance,0,0
1052,Shipowners' Mutual,2022,Total,36493,36161
1053,Sincere Insurance,2022,Accident & Health,0,0
1054,Sincere Insurance,2022,Motor Vehicle,0,0
1055,Sincere Insurance,2022,Aircraft,0,0
1056,Sincere Insurance,2022,Ships,0,0
1057,Sincere Insurance,2022,Goods in Transit,0,0
1058,Sincere Insurance,2022,Property Damage,0,0
1059,Sincere Insurance,2022,Employees Compensation,0,0
1060,Sincere Insurance,2022,Owners Corporation Liability,0,0
1061,Sincere Insurance,2022,Other Business,0,0
1062,Sincere Insurance,2022,Pecuniary Loss,0,0
1063,Sincere Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
1064,Sincere Insurance,2022,Proportional Treaty Reinsurance,0,0
1065,Sincere Insurance,2022,Total,0,0
1066,SIL,2022,Accident & Health,5617,5617
1067,SIL,2022,Motor Vehicle,1306,1306
1068,SIL,2022,Aircraft,0,0
1069,SIL,2022,Ships,0,0
1070,SIL,2022,Goods in Transit,344880,50296
1071,SIL,2022,Property Damage,3301,16
1072,SIL,2022,Employees Compensation,0,0
1073,SIL,2022,Owners Corporation Liability,0,0
1074,SIL,2022,Other Business,165,144
1075,SIL,2022,Pecuniary Loss,-77,-77
1076,SIL,2022,Non-Proportional Treaty Reinsurance,0,0
1077,SIL,2022,Proportional Treaty Reinsurance,0,0
1078,SIL,2022,Total,355192,57302
1079,Sompo Insurance (HK),2022,Accident & Health,21627,11139
1080,Sompo Insurance (HK),2022,Motor Vehicle,7546,6740
1081,Sompo Insurance (HK),2022,Aircraft,0,0
1082,Sompo Insurance (HK),2022,Ships,344,344
1083,Sompo Insurance (HK),2022,Goods in Transit,10574,6615
1084,Sompo Insurance (HK),2022,Property Damage,65538,16826
1085,Sompo Insurance (HK),2022,Employees Compensation,47839,23512
1086,Sompo Insurance (HK),2022,Owners Corporation Liability,0,0
1087,Sompo Insurance (HK),2022,Other Business,30132,24699
1088,Sompo Insurance (HK),2022,Pecuniary Loss,5292,663
1089,Sompo Insurance (HK),2022,Non-Proportional Treaty Reinsurance,0,0
1090,Sompo Insurance (HK),2022,Proportional Treaty Reinsurance,0,0
1091,Sompo Insurance (HK),2022,Total,188892,90538
1092,Standard Club Asia,2022,Accident & Health,0,0
1093,Standard Club Asia,2022,Motor Vehicle,0,0
1094,Standard Club Asia,2022,Aircraft,0,0
1095,Standard Club Asia,2022,Ships,52269,5441
1096,Standard Club Asia,2022,Goods in Transit,0,0
1097,Standard Club Asia,2022,Property Damage,0,0
1098,Standard Club Asia,2022,Employees Compensation,0,0
1099,Standard Club Asia,2022,Owners Corporation Liability,0,0
1100,Standard Club Asia,2022,Other Business,0,0
1101,Standard Club Asia,2022,Pecuniary Loss,4531,453
1102,Standard Club Asia,2022,Non-Proportional Treaty Reinsurance,0,0
1103,Standard Club Asia,2022,Proportional Treaty Reinsurance,0,0
1104,Standard Club Asia,2022,Total,56800,5894
1105,Starr,2022,Accident & Health,46658,33853
1106,Starr,2022,Motor Vehicle,0,0
1107,Starr,2022,Aircraft,0,0
1108,Starr,2022,Ships,1946,53
1109,Starr,2022,Goods in Transit,126696,5003
1110,Starr,2022,Property Damage,34301,557
1111,Starr,2022,Employees Compensation,0,0
1112,Starr,2022,Owners Corporation Liability,0,0
1113,Starr,2022,Other Business,28858,7052
1114,Starr,2022,Pecuniary Loss,0,0
1115,Starr,2022,Non-Proportional Treaty Reinsurance,0,0
